comment_message,Sentiment
"(whatsapp No: +60149631638) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +60149631638 !!!!!!!!!,neutral
!,neutral
Please restock ????,neutral
GIGOLO___BOOST INCOME___GIGOLO_ ANDA,neutral
"Selamat datang ke Malaysia terbaik, boleh dipercayai agensi dating dengan rekod yang baik.",neutral
"Kami mempunyai rangkaian berpengaruh indah pelanggan yang terdiri daripada pegawai-pegawai kerajaan, ahli politik, senator, eksekutif, s mulia, baron minyak, beg wang personaliti perniagaan, pemilik hotel dan lelaki emas dan wanita, dan kami mempunyai sangat berpengaruh mumia gula bersambung / ayah / gay dan lesbian di seluruh Malaysia.",positive
Jadilah antara orang ramai untuk mendapatkan sambungan eksklusif kami.,neutral
"Kami adalah dipercayai terbaik, cekap dalam tugas kita, mendapat peluang untuk bertemu dengan mereka (whats app +60162664709) kini untuk berhubung dalam masa 2 jam.",neutral
"Kami mempunyai mumia gula di seluruh Malaysia yang sanggup wang mewah kepada anda, dengan hadiah, kereta, rumah dan juga sambungan kontrak, dan juga membantu anda mendapatkan pekerjaan, memasuki industri hiburan dan industri fesyen, dan juga membantu dalam mendapatkan pinjaman, dan assistance.what kewangan yang mereka perlukan adalah kepuasan seksual dan mereka membayar untuk perkhidmatan",neutral
(whats app No: +60162664709),neutral
"bayaran daripada RM4,000 kepada RM5,000 PER-NIGHT",neutral
NOTA: PEMOHON MESTILAH DI ATAS 18 YRS LAMA,neutral
MUMMY UMUR 32-50,neutral
GIGOLO COTACT AGEN: Alfred (whatsaapp +60162664709) unt,neutral
GIGOLO___BOOST INCOME___GIGOLO_ ANDA,neutral
"Selamat datang ke Malaysia terbaik, boleh dipercayai agensi dating dengan rekod yang baik.",neutral
"Kami mempunyai rangkaian berpengaruh indah pelanggan yang terdiri daripada pegawai-pegawai kerajaan, ahli politik, senator, eksekutif, s mulia, baron minyak, beg wang personaliti perniagaan, pemilik hotel dan lelaki emas dan wanita, dan kami mempunyai sangat berpengaruh mumia gula bersambung / ayah / gay dan lesbian di seluruh Malaysia.",positive
Jadilah antara orang ramai untuk mendapatkan sambungan eksklusif kami.,neutral
"Kami adalah dipercayai terbaik, cekap dalam tugas kita, mendapat peluang untuk bertemu dengan mereka (whats app +60162664709) kini untuk berhubung dalam masa 2 jam.",neutral
"Kami mempunyai mumia gula di seluruh Malaysia yang sanggup wang mewah kepada anda, dengan hadiah, kereta, rumah dan juga sambungan kontrak, dan juga membantu anda mendapatkan pekerjaan, memasuki industri hiburan dan industri fesyen, dan juga membantu dalam mendapatkan pinjaman, dan assistance.what kewangan yang mereka perlukan adalah kepuasan seksual dan mereka membayar untuk perkhidmatan",neutral
(whats app No: +60162664709),neutral
"bayaran daripada RM4,000 kepada RM5,000 PER-NIGHT",neutral
NOTA: PEMOHON MESTILAH DI ATAS 18 YRS LAMA,neutral
MUMMY UMUR 32-50,neutral
GIGOLO COTACT AGEN: Alfred (whatsaapp +60162664709) unt,neutral
Amyra Ismail Ara Kimora happen everytime nak keluar,neutral
hmmmmm alaaaaaa seronoknya kalau almari aku mcm ni hm,neutral
wehhhhh serius r hr2 pakai color sama hahhh,neutral
hhahahahah ok apa baru ceria haha,positive
Alwaysss .,neutral
Seet Yee Thong Chloe Sying Thong Cuie Chin Foh,neutral
"Dear zalora , bile2 kasih discount ya untuk pelanggan lama hehe",neutral
"Terima kasih kerana membeli belah bersama kami, dear <3",positive
Done shopping...dear <3 [[PHOTO]],positive
Great buy dear!,positive
<3,positive
[[PHOTO]],neutral
[[PHOTO]],neutral
Puas banget shoping d zalora,neutral
Tris Nhing,neutral
Peli n jan..hahah,neutral
"Dae q mhling mau wifi,,kya nni pg mention tk hahs",neutral
13 Funny Coincidences Spotted By The Sharpest Eyes On The Internet,positive
http://hafizul8190.sharethisstory.net/my-1014216-7960 [[SHARE]],neutral
pm.,neutral
zalora reward rm250..   http://mmmyka.sharethisstory.net/my-858464-7900... [[SHARE]],neutral
Pm,neutral
My fav brand,neutral
Bobby Fong,neutral
Beh guai u so wet la,negative
Laila Zainal Abidin,neutral
Happy Diwali to our Indian fellows!,positive
Tq,neutral
Hm?,neutral
Hi!,neutral
You can visit our website: www.zalora.com.my :) [[SHARE]],positive
I want discount all the item up to 90% or 18% + free shipping without code given !!,positive
!,neutral
where in Penang.,neutral
ZALORA be my BF <3 Supply me shoes and clothes <3 Yeahhh!,positive
!,neutral
Hrga,neutral
Hai!,neutral
Anda boleh ke link: http://www.zalora.com.my/women/sport/women-sports-shoes/nike/ :) [[SHARE]],positive
magkano ung 5.0?,neutral
How much the elite 8?,positive
nice collection!,positive
Thanks!,positive
<3,positive
Shop with us!!!,neutral
Free Shipping for all Items!!,positive
!,neutral
??????????????????FB?????????,neutral
Easier way to shop!!!,neutral
"through web Live Chat,FB message or contact us.",positive
Visit our web : www.mikowaboutique.com,neutral
Our official Page :  https://www.facebook.com/mikowaboutiquepage/,neutral
Admin : https://www.facebook.com/mikowaboutique,neutral
?????????????,neutral
?????????www.mikowaboutique.com,neutral
??????https://www.facebook.com/mikowaboutiquepage/,neutral
????https://www.facebook.com/mikowaboutique,neutral
To order visit our website,neutral
www.mikowaboutique.com,neutral
"just click add to cart for which item you want and check out ,fill in detail and make payment.",neutral
How to Make Payment : Bank in to Our Maybank Account by using online bank transfer www.maybank2u.com.my or ATM,neutral
"Send a message to us (010566xxxx) Or Live Chat, Facebook with us once the payment has been done.send us the detail together with the picture provided.",positive
Your Order Number:,neutral
Price:,neutral
Address:,neutral
Your Name :,neutral
H/P no :,neutral
**Pls give me the following information after bank in.,neutral
Name:,neutral
Date & Time of Transaction :,neutral
Total Amount :,neutral
1,neutral
All Items will arrive in 3~4 days.ˆWorking day),neutral
2,neutral
Full Payment is needed for each order.,positive
3,neutral
All stock are Ready Stock.,positive
4,neutral
All price are including Postage.,neutral
5,neutral
Price are fix.,neutral
6,neutral
No cancellation after placed the order,neutral
7,neutral
Refund will be given if no stock,neutral
8,neutral
For Serious Buyer Only,negative
9,neutral
I will not be responsible for any damages or lost item during shipping and handling from post man to you but I will try my best to track and trace the parcel back for u.,positive
10,neutral
Goods are not refundable.,neutral
11..Delivery service is ONLY applicable from Monday to Friday.,neutral
"No delivery on Saturday, Sunday and Public holiday.",neutral
"12.To avoid delay in delivery, kindly email us or notify with SMS once payment been made.",positive
-----------------IS NO ABOUT THE PRICE IS ABOUT THE QUALITY (^.^)VALL OF OUR PHOTO IS 100% REAL SHOT [[SHARE]],positive
What a gorgeous outfit (Y),positive
Thanks!,positive
<3,positive
You're One Simple 'Recipe' Away From Cooking Up The Kitchen Of Your Dreams,neutral
http://hafizul8190.sharethisstory.net/my-1014216-7820 [[SHARE]],neutral
???????????? ?? Nicholas Kee,neutral
how much?,positive
how much?,positive
can extend time,neutral
"For today, it is until 5pm :)",positive
"A CS called said that system will reactive by 6pm, for those voucher can't be use and still can enjoy the free shipping promotion.",positive
I tried.,neutral
Shipping fee applied.,neutral
What is the problem now?,neutral
?,neutral
Hi there.,neutral
Could you kindly PM us dear?,positive
:),positive
"I wanted to buy but the voucher code is inactive, although when checked with ur cust service by right should be active...why not sync?",positive
:( i have sent an email (1394872),negative
So sorry as we had some technical issue just now.,negative
You can try to use the voucher now :),positive
"Tried....same, prompted not active...and the free shipping has ended, thus no rush for check out now...",positive
We are truly sorry :(,negative
May i know is it because the promo code cannot be used in conjunction of the free shipping promo?,positive
If so you it should be informed earlier....,neutral
hi frm 2pm - 5pm only?,neutral
"My name mohd from Perak, Malaysia.",neutral
"I am so happy today because at the time i needed help to pay my bills, no agent  helped me all the agent scammed me of my money.",positive
So i was introduced by a friend to contact Mr Robinson who gets guys connected to a rich sugar mummy all over malaysia.,positive
the agent told me that they are so many fake agent impersonating Asia dating sugar mummy venture and he adviced me that i should never make any payment to any personal account   So i applied by sending him a message on his comapany whatsapp number at first i taught it was a scam because so many agent have scam me.,positive
i took up the risk to make payment to asia dating sugar mummy company account  for the registration fee despite i have been scammed before.,neutral
"To my surprise, i was connected but my mummy disapointed me at the first appointment which the agent booked for me so i fixed up another appointment the next day myself, i meant with my mummy at 5 star hotel that same night she was so lovely she look into my eyes all night and ask me why i wanted to have her for a hook up i told her because i have financial problem, i did my best to satisfy her on bed that same night but she said i was so lazy and too young for her i went for 2rounds that same night the next morning mummy paid me only 3,000rm after the agent told me 4000 so i was realy angry after explaining to mr Robinson he told me because i could not perform very well that is the reason mummy never paid me completely so i took up my best effort i always meet with mummy two times every week.",positive
am so happy i have been hook up at last after so many lost of money.,positive
fellow malaysian please beware of fake agent if you need any hook up you can kindly contact Mr Robinson whatsaapp,positive
+60162664709...because i almost commited suicide after i lost all my money i have saved for many years to fake agent Now me and my mummy are into serious relationship.,negative
please help me to thank Mr Robinson....,neutral
"My name mohd from Perak, Malaysia.",neutral
"I am so happy today because at the time i needed help to pay my bills, no agent  helped me all the agent scammed me of my money.",positive
So i was introduced by a friend to contact Mr Robinson who gets guys connected to a rich sugar mummy all over malaysia.,positive
the agent told me that they are so many fake agent impersonating Asia dating sugar mummy venture and he adviced me that i should never make any payment to any personal account   So i applied by sending him a message on his comapany whatsapp number at first i taught it was a scam because so many agent have scam me.,positive
i took up the risk to make payment to asia dating sugar mummy company account  for the registration fee despite i have been scammed before.,neutral
"To my surprise, i was connected but my mummy disapointed me at the first appointment which the agent booked for me so i fixed up another appointment the next day myself, i meant with my mummy at 5 star hotel that same night she was so lovely she look into my eyes all night and ask me why i wanted to have her for a hook up i told her because i have financial problem, i did my best to satisfy her on bed that same night but she said i was so lazy and too young for her i went for 2rounds that same night the next morning mummy paid me only 3,000rm after the agent told me 4000 so i was realy angry after explaining to mr Robinson he told me because i could not perform very well that is the reason mummy never paid me completely so i took up my best effort i always meet with mummy two times every week.",positive
am so happy i have been hook up at last after so many lost of money.,positive
fellow malaysian please beware of fake agent if you need any hook up you can kindly contact Mr Robinson whatsaapp,positive
+60162664709...because i almost commited suicide after i lost all my money i have saved for many years to fake agent Now me and my mummy are into serious relationship.,negative
please help me to thank Mr Robinson....,neutral
Pm,neutral
"You can click on the link stated above, dear :D",positive
Hayati Hamid,neutral
when the instagram honor 7 contest winner announced?,neutral
Hi!,neutral
We already announced the winners and they are contacted personally via Instagram :),positive
I wantttt but never win??,neutral
Never give up dear :),positive
i can't.????,neutral
"The price of this brand (Fred Perry grand label ) not fare , its stupid high ...",negative
Siewkien June,neutral
nthg to buy wo,neutral
This is my favorite brand :),positive
Pm,neutral
***CASH<<FLOW***CASH<<FLOW***CASH<<FLOW***CASH<<FLOW***,neutral
"Welcome to Malaysia, finest, reliable dating agency.",positive
We have a wonderful influential network of MUMMY/DADDY/LESBIANS/GAY with good track records who are DESPERATELY in need of hookup partners that can render an emotional satisfaction as you will be rewarded accordingly with an attractive offer in cash and in kind.,positive
Grab this opportunity now and never let it pass you by.,neutral
"[WHATSAPP US ON (+601131499036)]  We have a wonderful influential network of clients ranging from government officials, politicians, executive, money bag business personality and gold men and women that can solve all your financial problems.",positive
[WHATSAPP US ON(+601131499036)]....A NIGHT WITH YOUR Mummy/daddy IS RM4000 when you are able to render an emotional satisfaction.,positive
***ASIA DATING*** Committed to providing world class efficient service delivery.,neutral
Truly the number 1.,neutral
ARE YOU SEEKING FOR A WEALTHY SUGAR MUMMY/DADDY/LESBIANS/GAY IN ASIAN?,positive
 ANYONE INTERESTED SHOULD CONTACT SUGAR MUMMY HOOKUP AGENCY IN MALAYSIA/SINGAPORE on whatsapp +601131499036.,positive
"We have sugar mummies all over Malaysia/Singapore who are willing to lavish money on you,(whatsapp +601131499036) to get connected 24/7 and make more money.This is the best, reliable dating agency and legitimate hookup in Asia.We have a wonderful influential network of Rich Sugar Mummies, Sugar Daddies, Lesbians,Gay and Escort Services from government officials,politicians,executive, money bag business personality, hotel owners and gold men and women.Be among the people to get our exclusive connections and get the opportunity to meet them.",positive
"We have Rich Sugar Mummies, Sugar Daddies, Lesbians and Gay Services all over Malaysia/Singapore who can influence your life financially in making your dreams and desires comes true.",positive
"(whatsaapp+601131499036).A NIGHT WITH YOUR MUMMY IS RM5,000.",neutral
NOTE:APPLICANT MUST BE 18YEARS AND ABOVE.,neutral
"hmmm... i doubt it, i dont even yet receive my orders last september 30 until now.",neutral
":( what a night mare, i dont know if you are serious to sell your products",negative
Hi there!,neutral
"Ouh no.. We are sorry, dear.",negative
May you kindly PM us the order number so that we help you check?,positive
Thanks so much.,positive
I'm tired doing the sane things ... And the same promises from zalora.,negative
"Sorry, dear.",negative
We really hope you can provide us the order number :(,negative
Again?,neutral
:/,negative
when will be the announcement of the winners?,neutral
:),positive
Brando Alexis,neutral
Christian Gomez,neutral
"Hi, How can I return an item and exchange it for another one?",neutral
Hi!,neutral
"You can go to this link to know: http://support.zalora.com.my/hc/en-us/categories/200332654 and not just that, please take note that for exchanges, only colour and size can be accommodated.",neutral
You can't change fro other items.,negative
Thanks :) [[SHARE]],positive
Zalora Service is very good????????,positive
brapa harga creme yg nh?,neutral
Why is the code not working????,neutral
It kept saying unable?,negative
?,neutral
tak dpt diskaun at checkout pun....,neutral
kurung fazura include dlm  link kat atas tp x dpt diskaun.........,neutral
Mdxxll9,neutral
nice,positive
hw mch?,neutral
bayaran bg pesanan pakaian no 201634238 [[PHOTO]],neutral
Hai Hanita!,neutral
Boleh anda PM kami?,neutral
Terima kasih :),positive
Dan boleh anda berikan kami gambar yang lebih jelas?,neutral
Terima kasih :),positive
[[PHOTO]],neutral
Boleh anda PM kami?,neutral
Vlosed?,neutral
Baby u look amazing !!!,positive
So proud of you!!!,positive
I love you lots,positive
Gia Azizah,neutral
"I am still yet to received my purchase order no 205626358 and it has been more than 6 days from the day I made the purchase, 21st August.",positive
The last status given was order is confirmed and there was no more update given by Zalora.,positive
Kindly assist urgently!,positive
Thank you!,neutral
We've replied to your post dear :),positive
haiii zalora.. brg aku bile nk sampai dah seminggu dah x sampai lg.,neutral
klau x nak hantar bg tau awal2 yer... order number 207211418,neutral
Hi!,neutral
Do kindly PM us so that we could assist you :),positive
Thanks for having me!,positive
Amazing show and can't wait to shop more at ZALORA ??????,positive
"Thank you so much for the support, Amber.",positive
ZALORA <3 you :),positive
"TOPMAN the only ones with decent quality, reasonable price, an urban outfitters and a republic.",positive
Thats why i love TOPMAN.,positive
I love TOPMAN because it always offer the best in trendy fashion for men on the high street.,positive
"Used ""unity20"" code and store credit to purchase item.",neutral
Total shown is -RM5.00.,neutral
System could not detect the waived shipping fee?,neutral
I have sent an email to customer service.,neutral
It is order 201127918.,neutral
Kindly help me to check and reimburse my shipping fee.,positive
Thank you.,neutral
Hello!,neutral
Good morning!,positive
Could you kindly PM us so that we could assist you further?,positive
Thanks :),positive
UNITY20 voucher can't be use at all...,neutral
Hi.,neutral
Good afternoon.,positive
"For code 'UNITY20', it is not applicable for 'non-sale' brands and discounted items (items that are already on sale) and marketplace items.",neutral
"To know the list of 'non-sale' brands, you may kindly go to: http://www.zalora.com.my/faq/#nonsale .",positive
Thanks.,positive
[[SHARE]],neutral
<3,positive
"salam, and good day doctorate support group",positive
please help me with my pilot study https://docs.google.com/forms/d/1V7cWvlxOFbGIExSIu1VfJ8G1UiLKGbsC1qtt3sHaRsQ/viewform .,neutral
please I need to finish this part soon as possible,neutral
thank you.,neutral
[[SHARE]],neutral
"Welcome to Malaysia's finest, reliable dating agency .",positive
"We have a wonderful influential RICH SUGAR MUMMY/DADDY/ IN MALAYSIA, be among the people to get our exclusive connections.",positive
"We are reliable and efficient in our job, get the opportunity to meet them.",neutral
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with gifts, cars, house and even contracts connections, and even assist get a job, start calling now to get connected within 24 hours and make more money.Note:Applicant must be 18 years and above and must possesses a well notable personality.a night with your mom is RM4,000 when you are able to satisfy your mom emotionally.",positive
"(Whatsapp+60143777309) Notable on whatsapp, as your agent can attend to you shortly.",positive
contact agent Mrs  Yang.,neutral
Unique Voucher code:ZBAPZDDH,positive
Use this code to buy some item .,neutral
Is there Tom Abg Saufi brand sell at mitsui,neutral
Yassss!,neutral
Happiest news in the century.,neutral
"Keep it up, Zalora!",neutral
????,neutral
Wow!,positive
!ada kdai sdah zalora..d mna yah?,neutral
?,neutral
Thanks for having me ZALORA ????????,positive
Azizi Grayson jom pegi,neutral
Jingwen Soo,neutral
Zariffuddin Zaiharin,neutral
"Zalora Malaysia is terribly LOUSY and ATROCIOUS, appointed a LOUSY and TERRIBLE HORRIBLE LOGISTIC DELIVERY COMPANY CALLED YAMATO TRANSPORT or aka TA Q BIN THAT HOLD MY PARCEL 202183678 FOR AL MOST 4 FULL WORKING DAYS WITHOUT EVEN KNOWING WHEN EXACTLY can make the DELIVERY in Klang Valley ONLY.",negative
And the customer service staff promised me to ask their supervisors or manager to call back NONE OF THEM call me back after a MULTIPLE PROMISES MADE BY ZALORA CUSTOMER SERVICE DEPARTMENT STAFF LIKE KAVIN or KAVI (NOT SO SURE) AND ANOTHER FEMALE STAFF.,positive
Hi Jeffrey.,neutral
Good afternoon.,positive
We truly understand your situation and we are trying our level best to expedite the delivery to you.,positive
We are truly sorry for the delay.,negative
Thank you so much for your kind understanding.,positive
pm yg kuning bleh,neutral
Hai!,neutral
anda boleh ke link: http://www.zalora.com.my/Rubi-Thongs-310391.html <3 [[SHARE]],positive
harga kasut hitam putih tu RM berapa?yg hujung skali..,neutral
Hai!,neutral
Anda boleh ke link: http://www.zalora.com.my/Dancer-Flats-310383.html :) [[SHARE]],positive
"Zalora Malaysia is terribly LOUSY and ATROCIOUS, appointed a LOUSY and TERRIBLE HORRIBLE LOGISTIC DELIVERY COMPANY CALLED YAMATO TRANSPORT or aka TA Q BIN THAT HOLD MY PARCEL 202183678 FOR AL MOST 4 FULL WORKING DAYS WITHOUT EVEN KNOWING WHEN EXACTLY can make the DELIVERY in Klang Valley ONLY.",negative
And the customer service staff promised me to ask their supervisors or manager to call back NONE OF THEM call me back after a MULTIPLE PROMISES MADE BY ZALORA CUSTOMER SERVICE DEPARTMENT STAFF LIKE KAVIN or KAVI (NOT SO SURE) AND ANOTHER FEMALE STAFF.,positive
Hi Jeffrey.,neutral
Good afternoon.,positive
We truly understand your situation and we are trying our level best to expedite the delivery to you.,positive
We are truly sorry for the delay.,negative
Thank you so much for your kind understanding.,positive
"Zalora Malaysia is terribly LOUSY and ATROCIOUS, appointed a LOUSY and TERRIBLE HORRIBLE LOGISTIC DELIVERY COMPANY CALLED YAMATO TRANSPORT or aka TA Q BIN THAT HOLD MY PARCEL 202183678 FOR AL MOST 4 FULL WORKING DAYS WITHOUT EVEN KNOWING WHEN EXACTLY can make the DELIVERY in Klang Valley ONLY.",negative
And the customer service staff promised me to ask their supervisors or manager to call back NONE OF THEM call me back after a MULTIPLE PROMISES MADE BY ZALORA CUSTOMER SERVICE DEPARTMENT STAFF LIKE KAVIN or KAVI (NOT SO SURE) AND ANOTHER FEMALE STAFF.,positive
Hi Jeffrey.,neutral
Good afternoon.,positive
We truly understand your situation and we are trying our level best to expedite the delivery to you.,positive
We are truly sorry for the delay.,negative
Thank you so much for your kind understanding.,positive
Great,positive
"Hai, which outlet ada 90% coz i dpat address dekat lbhraya ptrajaya klia tapi xtahu dekat mana..on our way already",neutral
Hai.,neutral
Kami mempunyai pop up store di mitsui outlet park :),positive
Yang ade dict 90% ??,neutral
?,neutral
Yang mempunyai promosi sekarang adalah di : http://www.zalora.com.my/all-products/ :) [[SHARE]],positive
Mcm mn order,neutral
Hai!,neutral
"Anda boleh ke website kami, www.zalora.com.my :) [[SHARE]]",positive
Pm plz...qila xbole nk pm pages..,neutral
Hai!,neutral
"Anda boleh ke website kami, www.zalora.com.my :) [[SHARE]]",positive
Reply plis,neutral
Hellen Philip John.... fuhhhh... haha,positive
Apoooo hahaha....tempting mai tu,neutral
Hello how can i buy your stuff?,neutral
Hi Revs.,neutral
You can kindly go to www.zalora.com.my to make the purchase :) [[SHARE]],positive
Rhgmfnd??????????,neutral
Hi Atina.,neutral
How can we assist you :),positive
"Hi, when my style and win contest winner will be announce????",positive
Hihi,neutral
Hmm..afraid tht she will think i need u guys just to apologize..although i have done all i can to ask forgiveness from her..maybe i should try harder...n this is just an options or ways...to win her heart back...cause she admire u guys...thnks again zalora for ur time..now i can vouch tht zalora is the best...humanity is your guys strongest value...very proud to be one of your consumer...,positive
Thank you so much Borris.,positive
We do really hope that things are okay between you two.,positive
:) Have a good day.,positive
I did that already...but an apology from ur behalf..n words from ur notification will surely meant a lot...if it is possible..thanks zalora..now i know for real this is not some scripted dialog from a computer..i am communicating with human..thnks for the advice...i appreciate it...sorry for such inconvenience..,positive
Hi!,neutral
Perhaps you could show her this message and tell her we say Hi!,neutral
:D We really hope that things get better between you two :),positive
Hey there..my name is Borris Jerry i am an average guy...but the woman of my life is definitely in love with your products n your brand...i have done n said something i've regretted...for these past 27years of my life..never have i found a woman which i love with all my heart..from my soul...in my mind..n in my heart...she is everything to me...sometimes people screw up...sometimes people make mistake...n im one of them...but for all the things n moments which i have shared with her...i now know..its not worth it...all i need now is for ur behalf..just to wish for me an apology to her..i have done everything even kneeling asking for forgiveness..but unfortunately it does not work..an apology from u guys..will definitely help..she loves u guys...n the joy u guys bring in her daily life whenever she browse n shops there..its worth it to be able to see her in joy...just an apology is all i need...help me zalora...make my wish come true..i dont want to lose her...although she always say..zalora is her first love..i know she is kidding..but it meant so much if u guys can help..sorry for this childish topic to be aired here...btw..her name is felecia sibat...gosh zalora...if only u guys know how much she adore ur brand n establishment...,positive
Hi Borris.,neutral
Good afternoon.,positive
We do understand that people make mistake and we can see that you do really love her.,positive
"As a suggestion, how about you buy something at ZALORA for her as a gift.",neutral
"We think, she must be happy that you bought her gifts from ZALORA :D",positive
Let's shop with Zalora today!,neutral
<3,positive
Pm harga...,neutral
"Dear zalora ,",neutral
I am Debbie Cho.,neutral
"My order no is 209991488, sorry for disturbing.",negative
It is due to I accidentally click at order now  on my apps so the order is make .,negative
"Seen I make the wrong order, I immediatelly send the email to you .I would like to cancel this order due to I am not purposely want to buy the item and i also don't have enough money to buy it .",negative
"So please help me to cancel it , if not , when the delivery is send here and I don't have money to pay it.",neutral
I appreciated a lot for  your help.,positive
Thank you very much.,positive
Hi Debbie.,neutral
Good morning.,positive
We've canceled the order for you.,neutral
Hope to see you again :D,positive
Thank you very much for that.,positive
can i still use other vouchers today?,negative
Yes you can :),positive
bae... i ada menang satu event  and i menang Rm40 so macam mana i nak claim benda tu?,neutral
Hai Azwan.,neutral
Boleh kami tahu adakah anda memenangi RM40 itu secara baucar?,neutral
:),positive
i kan 'wanita yang tak mengada' so can i wear it??,neutral
:),positive
Mummy JLo syomirizwaxzalora only available at zalora.com [[SHARE]],positive
Syomir Izwa Sen Gupta argus baju kurung ada lagi tak kat kedai you??,neutral
i nak!,neutral
Syomir Izwa Sen Gupta,neutral
Done!,neutral
:),positive
done,neutral
Done..I always grab cool stuffs from ZALORA for my relative's birthday gift and ofcourse for my own because it fix my level of style well and give satisfaction to me as customer.,positive
I will always support Zalora no matter how.,neutral
Tq for providing us a good products and services ??,positive
"I from lazada customer, now shifts to  ZALORA I so certified customer services.",neutral
"And delivery upon fast  and quality product zalora are goods , I trust Zalora.",positive
I already sent my personal message to zalora's inbox .,neutral
"hi ZALORA, may I know when is the last delivery for Raya?",neutral
TQ,neutral
"Hi just wanna ask cuz I purchase some items from you via Cod to be deliver in brunie but until now I didnt recieved it, I'm still waiting,, you send me an email and also message through my mobile that they will send this Monday but until jow almost 3 days I didn't recieved it..can you please try to check my order...",neutral
Tnx,neutral
But better I choose Cash on delivery if by card then they don't deliver so how....,positive
"I'm waiting for the reply of Zalora Malaysia as of this time,I'm sending also an email of some of my inquiry but so far there is no reply....",positive
I'm still hoping if they can do some action of my query....,positive
zalora at mitsui outlet park already open or not ?,neutral
Should provide more complete clothing measurements.,positive
It is more complicated to choose them then shoes.,neutral
Easy for buyers and sellers.,positive
Return products waste of time.,negative
:),positive
PERHATIAN SEMUA,neutral
???? Dah lama nak masuk ahli?????,neutral
????Tak tahu nak daftar under siapa?????,neutral
????Tawaran paling Dasyat Tahun ini dari saya????,neutral
=====================,neutral
Make Up Nutrimetics FREE,positive
=====================,neutral
"??Ini koleksi saya yang say simpan, kononnya beli nak bagi bakal tunang.",neutral
Tapi tak jumpa jumpa.,neutral
"??Jadinya, dari tersadai je dalam tepak hantaran yang belum ada pemilik.. Eloklah saya beri pada anda yang nak.",neutral
Sekurang kurangnya bermanfaat untuk semua..,neutral
??Saya ada 3 set make up ini.,neutral
Saya nak BAGI SAHAJA make up nutrimetics ini kepada 3 orang ahli baru yang daftar bersama saya sebelum RAYA ini.,neutral
??Boleh hubungi saya untuk pendaftaran dan ketahui syarat selanjutnya.,neutral
Kebetulan masa mengemas rumah.,neutral
Terjumpa plak benda ini.,neutral
Jadikan hari raya anda berseri dan wajah secantik bidarari dengan produk ini.,neutral
#nutrimetics #tupperware #tupperwaregift #tupperwareonline,neutral
?? 0123993947 [[PHOTO]],neutral
thank you so much...!,positive
!,neutral
Done ??!,neutral
!??????????????????????,neutral
I would like to be an ambassador and speaker person of Zalora ??,neutral
#mystyleandwin,neutral
#ZALORA,neutral
zalora coupon code 15% less : ZBAPQFAZ,negative
"I received my dress, but defect on some parts.",neutral
How can I do with it?,neutral
How should I return?,neutral
[[PHOTO]],neutral
"Hi Zalora,",neutral
How many times do I have to unsubscribe your newsletter in order to be removed from your lists?,positive
I already click the unsubscribe link in your newsletter email 5 times but it doesn't work.,neutral
Thanks.,positive
Bila Zalora nk pulangkan duit saya balik nie..,neutral
YES..Joined,neutral
ZBAPQD1N purchase using this voucher code and get 15% discount from zalora,neutral
Done!,neutral
u can check my profile :D,positive
https://www.facebook.com/puncakdetuah.official?ref=hl [[NATIVE_TEMPLATES]],neutral
Huhuhuh ~ done..??,neutral
Chai Lin,neutral
Asmahanum Ahmad,neutral
Semah Abdullah,neutral
Hrga bju ni ada offer x sblm rya,neutral
Kat mn ni,neutral
I want 25% off ??,neutral
Hahahaha.,positive
"Stay tuned for more promotions, dear :)",positive
"Hi, when will have ""60 MINUTE SPREE"" again?",neutral
^^,neutral
Hi Jie Ng.,neutral
You may kindly subscribe to our newsletter at www.zalora.com.my to know the latest promotions :) <3 [[SHARE]],positive
Thanks :),positive
Most welcome :),positive
when are you going to restock the Jovian Mandagie Art pop collection?,neutral
Hi Sofee.,neutral
Good morning.,positive
:) Thank you for your interest!,positive
"Unfortunately, we generally do not restock as we wish to provide you with even newer designs, however, do check our web page from time to time and click on ""New In"" to see if your particular item has indeed been restocked.",positive
Thank you.,neutral
slow service!,negative
Hi Wen Wei Chung.,neutral
We are truly sorry if you feel this way.,negative
:( We are improving our service to make sure that our customer have the best shopping experience with ZALORA.,positive
Thank you for the feedback.,neutral
:),positive
Sy minat heels dia je...jom tgk2,neutral
Anda boleh ke link ini: http://www.zalora.com.my/Elisabeth-Basic-Pumps-301853.html :D <3 [[SHARE]],positive
ZALORA we need the heels too!!!,neutral
:),positive
Hi dear.,neutral
You may go to this link: http://www.zalora.com.my/Elisabeth-Basic-Pumps-301853.html <3 [[SHARE]],positive
Lizinieroune Mh aku beli peplum utk raya sni zalora..cantek,neutral
woohooo!!!,neutral
!,neutral
Lizinieroune Mh Andriena Hima Mh inspired office,neutral
"Welcome to Malaysia's finest, reliable dating agency .",positive
"We have a wonderful influential RICH SUGAR MUMMY/DADDY/ IN MALAYSIA, be among the people to get our exclusive connections.",positive
"We are reliable and efficient in our job, get the opportunity to meet them.",neutral
